Source,Target,Type,Kind,Id,Label,timeset,Weight
@manuudhawan,@chelseafc,Directed,Retweet,10671,,<[2021-05-29T19:49:51.248Z]>,1
@luisfer_g11,@chelseafc,Directed,Mention,10682,,<[2021-05-29T19:49:51.326Z]>,1
@luisfer_g11,@chelseafc,Directed,Quote,10683,,<[2021-05-29T19:49:51.326Z]>,1
@luisfer_g11,@chelseafc,Directed,Retweet,10684,,<[2021-05-29T19:49:51.326Z]>,1
@lgd_holy,@skysportsstatto,Directed,Mention,10705,,<[2021-05-29T19:49:51.963Z]>,1
@lgd_holy,@skysportsstatto,Directed,Retweet,10706,,<[2021-05-29T19:49:51.963Z]>,1
@monsieur_goat,@trollfootball,Directed,Mention,10733,,<[2021-05-29T19:49:52.196Z]>,1
@monsieur_goat,@trollfootball,Directed,Retweet,10734,,<[2021-05-29T19:49:52.196Z]>,1
@ayosamuei,@chelseafc,Directed,Mention,10750,,<[2021-05-29T19:49:52.285Z]>,1
@ayosamuei,@chelseafc,Directed,Quote,10751,,<[2021-05-29T19:49:52.285Z]>,1
@ayosamuei,@chelseafc,Directed,Retweet,10752,,<[2021-05-29T19:49:52.285Z]>,1
@pulkits59817545,@chelseafc,Directed,Mention,10807,,<[2021-05-29T19:49:53.150Z]>,1
@pulkits59817545,@chelseafc,Directed,Quote,10808,,<[2021-05-29T19:49:53.150Z]>,1
@pulkits59817545,@chelseafc,Directed,Retweet,10809,,<[2021-05-29T19:49:53.150Z]>,1
@teitzeljose,@foxsoccer,Directed,Mention,10815,,<[2021-05-29T19:49:53.159Z]>,1
@teitzeljose,@tudnusa,Directed,Mention,10816,,<[2021-05-29T19:49:53.159Z]>,1
@teitzeljose,@foxsoccer,Directed,Retweet,10817,,<[2021-05-29T19:49:53.159Z]>,1
@ynot_12k,@sam_inkersoletm,Directed,Mention,10832,,<[2021-05-29T19:49:53.175Z]>,1
@ynot_12k,@sam_inkersoletm,Directed,Retweet,10833,,<[2021-05-29T19:49:53.175Z]>,1
@_thiagosantosbr,@chelseafc,Directed,Mention,10854,,<[2021-05-29T19:49:53.864Z]>,1
@_thiagosantosbr,@chelseafc,Directed,Quote,10855,,<[2021-05-29T19:49:53.864Z]>,1
@_thiagosantosbr,@chelseafc,Directed,Retweet,10856,,<[2021-05-29T19:49:53.864Z]>,1
@boots2africa,@goal,Directed,Mention,10872,,<[2021-05-29T19:49:53.869Z]>,1
@boots2africa,@goal,Directed,Retweet,10873,,<[2021-05-29T19:49:53.869Z]>,1
@megatfaris_,@football_taik,Directed,Mention,10884,,<[2021-05-29T19:49:54.157Z]>,1
@megatfaris_,@football_taik,Directed,Retweet,10885,,<[2021-05-29T19:49:54.157Z]>,1
@kilcoynekp,@chelseafc,Directed,Quote,10911,,<[2021-05-29T19:49:54.181Z]>,1
@nsgn1125,@mancityjp,Directed,Mention,10938,,<[2021-05-29T19:49:54.888Z]>,1
@nsgn1125,@mancityjp,Directed,Retweet,10939,,<[2021-05-29T19:49:54.888Z]>,1
@hfiiiz_,@chelseafc,Directed,Quote,10966,,<[2021-05-29T19:49:55.214Z]>,1
@jayvinyoung,@goal,Directed,Mention,10983,,<[2021-05-29T19:49:55.407Z]>,1
@jayvinyoung,@goal,Directed,Retweet,10984,,<[2021-05-29T19:49:55.407Z]>,1
@leh_tv,@bluesofstamford,Directed,Mention,11023,,<[2021-05-29T19:49:55.917Z]>,1
@leh_tv,@bluesofstamford,Directed,Retweet,11024,,<[2021-05-29T19:49:55.917Z]>,1
@maurici13garces,@invictossomos,Directed,Mention,11032,,<[2021-05-29T19:49:56.148Z]>,1
@maurici13garces,@invictossomos,Directed,Retweet,11033,,<[2021-05-29T19:49:56.148Z]>,1
@sigoodeg,@skyfootball,Directed,Mention,11086,,<[2021-05-29T19:49:56.449Z]>,1
@sigoodeg,@skyfootball,Directed,Retweet,11087,,<[2021-05-29T19:49:56.450Z]>,1
@gprince225,@chelseafrance,Directed,Mention,11088,,<[2021-05-29T19:49:56.930Z]>,1
@gprince225,@chelseafrance,Directed,Retweet,11089,,<[2021-05-29T19:49:56.930Z]>,1
@faesol_ayo,@championsleague,Directed,Mention,11095,,"<[2021-05-29T19:49:56.934Z, 2021-05-29T19:52:11.902Z, 2021-05-29T19:53:08.040Z]>",3
@faesol_ayo,@championsleague,Directed,Retweet,11096,,"<[2021-05-29T19:49:56.934Z, 2021-05-29T19:52:11.902Z, 2021-05-29T19:53:08.040Z]>",3
@infame_007,@espn_fdj,Directed,Mention,11107,,<[2021-05-29T19:49:57.143Z]>,1
@infame_007,@espn_fdj,Directed,Retweet,11108,,<[2021-05-29T19:49:57.143Z]>,1
@mangkornzzzz_,@usmnt,Directed,Mention,11138,,<[2021-05-29T19:49:57.353Z]>,1
@mangkornzzzz_,@cpulisic_10,Directed,Mention,11141,,<[2021-05-29T19:49:57.353Z]>,1
@mangkornzzzz_,@chelseafcinusa,Directed,Mention,11142,,<[2021-05-29T19:49:57.353Z]>,1
@mangkornzzzz_,@usmnt,Directed,Retweet,11143,,<[2021-05-29T19:49:57.353Z]>,1
@ogelloissaying,@twittersports,Directed,Mention,11150,,<[2021-05-29T19:49:57.362Z]>,1
@ogelloissaying,@twittersports,Directed,Retweet,11151,,<[2021-05-29T19:49:57.362Z]>,1
@og_fade,@chelseafc,Directed,Mention,11152,,"<[2021-05-29T19:49:57.364Z, 2021-05-29T19:53:02.744Z]>",2
@og_fade,@chelseafc,Directed,Quote,11153,,<[2021-05-29T19:49:57.365Z]>,1
@og_fade,@chelseafc,Directed,Retweet,11154,,"<[2021-05-29T19:49:57.365Z, 2021-05-29T19:53:02.744Z]>",2
@fauzan8_,@chelseafc_indo,Directed,Mention,11170,,<[2021-05-29T19:51:17.507Z]>,1
@fauzan8_,@chelseafc_indo,Directed,Quote,11171,,<[2021-05-29T19:51:17.508Z]>,1
@fauzan8_,@chelseafc_indo,Directed,Retweet,11172,,<[2021-05-29T19:51:17.508Z]>,1
@jakeeeyyyyy,@chelseafc,Directed,Mention,11219,,<[2021-05-29T19:51:17.846Z]>,1
@jakeeeyyyyy,@chelseafc,Directed,Quote,11220,,<[2021-05-29T19:51:17.847Z]>,1
@jakeeeyyyyy,@chelseafc,Directed,Retweet,11221,,<[2021-05-29T19:51:17.847Z]>,1
@xaminyx,@chelsea_hq,Directed,Mention,11230,,<[2021-05-29T19:51:17.853Z]>,1
@xaminyx,@chelsea_hq,Directed,Retweet,11231,,<[2021-05-29T19:51:17.853Z]>,1
@ynot_12k,@chelseafcinusa,Directed,Mention,11293,,<[2021-05-29T19:51:18.100Z]>,1
@ynot_12k,@chelseafcinusa,Directed,Retweet,11294,,<[2021-05-29T19:51:18.101Z]>,1
@cosleyrichie,@goal,Directed,Mention,11299,,"<[2021-05-29T19:51:18.123Z, 2021-05-29T19:51:20.900Z]>",2
@cosleyrichie,@goal,Directed,Retweet,11300,,"<[2021-05-29T19:51:18.123Z, 2021-05-29T19:51:20.901Z]>",2
@ysoccer52733161,@ballack,Directed,Mention,11304,,<[2021-05-29T19:51:18.130Z]>,1
@ysoccer52733161,@chelseafc,Directed,Mention,11305,,<[2021-05-29T19:51:18.130Z]>,1
@ysoccer52733161,@ballack,Directed,Retweet,11306,,<[2021-05-29T19:51:18.130Z]>,1
@timbruce971,@liam_twomey,Directed,Mention,11322,,<[2021-05-29T19:51:18.852Z]>,1
@timbruce971,@liam_twomey,Directed,Retweet,11323,,<[2021-05-29T19:51:18.852Z]>,1
@kevimremi,@ballack,Directed,Mention,11343,,<[2021-05-29T19:51:18.936Z]>,1
@kevimremi,@chelseafc,Directed,Mention,11344,,"<[2021-05-29T19:51:18.936Z, 2021-05-29T19:51:28.015Z, 2021-05-29T19:52:41.144Z, 2021-05-29T19:52:47.858Z]>",4
@kevimremi,@ballack,Directed,Retweet,11345,,<[2021-05-29T19:51:18.936Z]>,1
@drsharpiee,@skysportsstatto,Directed,Mention,11352,,<[2021-05-29T19:51:18.985Z]>,1
@drsharpiee,@skysportsstatto,Directed,Retweet,11353,,<[2021-05-29T19:51:18.985Z]>,1
@jordycarlreno24,@chelseafc,Directed,Mention,11379,,<[2021-05-29T19:51:19.069Z]>,1
@jordycarlreno24,@chelseafc,Directed,Quote,11380,,<[2021-05-29T19:51:19.069Z]>,1
@jordycarlreno24,@chelseafc,Directed,Retweet,11381,,<[2021-05-29T19:51:19.070Z]>,1
@shoumaxi,@chelseafc,Directed,Mention,11388,,<[2021-05-29T19:51:19.116Z]>,1
@shoumaxi,@chelseafc,Directed,Retweet,11389,,<[2021-05-29T19:51:19.116Z]>,1
@chelseafc_jkt48,@championsleague,Directed,Mention,11435,,<[2021-05-29T19:51:19.966Z]>,1
@chelseafc_jkt48,@championsleague,Directed,Retweet,11436,,<[2021-05-29T19:51:19.967Z]>,1
@sporf,@masonmount_10,Directed,Mention,11441,,"<[2021-05-29T19:51:19.979Z, 2021-05-29T19:51:25.255Z, 2021-05-29T19:51:55.876Z, 2021-05-29T19:52:25.166Z, 2021-05-29T19:54:04.262Z]>",5
@andriatnadavid,@chelseafc,Directed,Mention,11445,,<[2021-05-29T19:51:19.986Z]>,1
@andriatnadavid,@chelseafc,Directed,Quote,11446,,<[2021-05-29T19:51:19.986Z]>,1
@andriatnadavid,@chelseafc,Directed,Retweet,11447,,<[2021-05-29T19:51:19.986Z]>,1
@who_is_kayy,@championsleague,Directed,Mention,11543,,<[2021-05-29T19:51:20.977Z]>,1
@who_is_kayy,@championsleague,Directed,Retweet,11544,,<[2021-05-29T19:51:20.977Z]>,1
@championsleague,@chelseafc,Directed,Mention,11545,,"<[2021-05-29T19:51:20.977Z, 2021-05-29T19:52:13.994Z, 2021-05-29T19:53:12.047Z, 2021-05-29T19:53:20.408Z]>",4
@leh_tv,@sofascorebr,Directed,Mention,11557,,<[2021-05-29T19:51:21.004Z]>,1
@leh_tv,@sofascorebr,Directed,Retweet,11558,,<[2021-05-29T19:51:21.004Z]>,1
@spiegelemiliano,@futpicante,Directed,Mention,11566,,<[2021-05-29T19:51:21.088Z]>,1
@spiegelemiliano,@futpicante,Directed,Retweet,11567,,<[2021-05-29T19:51:21.088Z]>,1
@andyawezome,@chelseafc,Directed,Mention,11608,,<[2021-05-29T19:51:21.922Z]>,1
@andyawezome,@chelseafc,Directed,Quote,11609,,<[2021-05-29T19:51:21.922Z]>,1
@andyawezome,@chelseafc,Directed,Retweet,11610,,<[2021-05-29T19:51:21.922Z]>,1
@suprsaiyandavid,@ballack,Directed,Mention,11617,,<[2021-05-29T19:51:21.956Z]>,1
@suprsaiyandavid,@chelseafc,Directed,Mention,11618,,"<[2021-05-29T19:51:21.956Z, 2021-05-29T19:52:06.136Z, 2021-05-29T19:54:04.255Z]>",3
@suprsaiyandavid,@ballack,Directed,Retweet,11619,,<[2021-05-29T19:51:21.956Z]>,1
@batsflip,@ballack,Directed,Mention,11673,,<[2021-05-29T19:51:22.971Z]>,1
@batsflip,@chelseafc,Directed,Mention,11674,,<[2021-05-29T19:51:22.971Z]>,1
@batsflip,@ballack,Directed,Retweet,11675,,<[2021-05-29T19:51:22.971Z]>,1
@raplox_yabo,@omojuwa,Directed,Mention,11694,,<[2021-05-29T19:51:23.015Z]>,1
@raplox_yabo,@omojuwa,Directed,Retweet,11695,,<[2021-05-29T19:51:23.015Z]>,1
@frankkhaliduk,@chelseafc,Directed,Mention,11709,,"<[2021-05-29T19:51:23.080Z, 2021-05-29T19:51:31.090Z, 2021-05-29T19:51:36.901Z, 2021-05-29T19:51:51.993Z, 2021-05-29T19:51:52.861Z, 2021-05-29T19:51:54.133Z, 2021-05-29T19:51:57.880Z, 2021-05-29T19:51:58.902Z, 2021-05-29T19:52:06.888Z, 2021-05-29T19:52:08.132Z, 2021-05-29T19:52:12.121Z, 2021-05-29T19:52:13.789Z, 2021-05-29T19:52:14.815Z, 2021-05-29T19:52:15.896Z, 2021-05-29T19:52:19.174Z, 2021-05-29T19:52:19.383Z, 2021-05-29T19:52:20.117Z, 2021-05-29T19:52:21.172Z, 2021-05-29T19:52:32.895Z, 2021-05-29T19:53:01.977Z, 2021-05-29T19:53:02.213Z, 2021-05-29T19:53:02.548Z, 2021-05-29T19:53:02.773Z, 2021-05-29T19:53:08.892Z, 2021-05-29T19:53:15.065Z, 2021-05-29T19:53:24.919Z, 2021-05-29T19:53:25.053Z, 2021-05-29T19:53:28.845Z, 2021-05-29T19:53:28.984Z, 2021-05-29T19:53:37.026Z, 2021-05-29T19:53:38.840Z, 2021-05-29T19:53:41.101Z, 2021-05-29T19:53:44.886Z, 2021-05-29T19:53:51.061Z, 2021-05-29T19:53:53.897Z, 2021-05-29T19:54:04.931Z, 2021-05-29T19:54:05.069Z]>",37
@thegiseng,@squawka,Directed,Mention,11725,,<[2021-05-29T19:51:23.189Z]>,1
@thegiseng,@squawka,Directed,Retweet,11726,,<[2021-05-29T19:51:23.189Z]>,1
@chelseafc_jkt48,@londonbluepod,Directed,Mention,11743,,<[2021-05-29T19:51:23.883Z]>,1
@chelseafc_jkt48,@londonbluepod,Directed,Retweet,11744,,<[2021-05-29T19:51:23.883Z]>,1
@juicewrldbrasil,@marshmellomusic,Directed,Mention,11748,,"<[2021-05-29T19:51:23.885Z, 2021-05-29T19:51:47.892Z, 2021-05-29T19:52:46.816Z, 2021-05-29T19:53:07.165Z]>",4
@kb1kash,@chelseafc,Directed,Mention,11750,,"<[2021-05-29T19:51:23.890Z, 2021-05-29T19:52:18.168Z]>",2
@kb1kash,@chelseafc,Directed,Quote,11751,,<[2021-05-29T19:51:23.890Z]>,1
@kb1kash,@chelseafc,Directed,Retweet,11752,,"<[2021-05-29T19:51:23.890Z, 2021-05-29T19:52:18.169Z]>",2
@kevimremi,@chelseafcinusa,Directed,Mention,11768,,<[2021-05-29T19:51:23.899Z]>,1
@kevimremi,@chelseafcinusa,Directed,Retweet,11769,,<[2021-05-29T19:51:23.899Z]>,1
@edwinolm1986,@foxsoccer,Directed,Mention,11813,,<[2021-05-29T19:51:25.106Z]>,1
@edwinolm1986,@tudnusa,Directed,Mention,11814,,<[2021-05-29T19:51:25.106Z]>,1
@edwinolm1986,@foxsoccer,Directed,Retweet,11815,,<[2021-05-29T19:51:25.106Z]>,1
@mellz_nt,@ballack,Directed,Mention,11821,,<[2021-05-29T19:51:25.108Z]>,1
@mellz_nt,@chelseafc,Directed,Mention,11822,,<[2021-05-29T19:51:25.108Z]>,1
@mellz_nt,@ballack,Directed,Retweet,11823,,<[2021-05-29T19:51:25.108Z]>,1
@real_dmacheda,@goal,Directed,Mention,11868,,"<[2021-05-29T19:51:25.242Z, 2021-05-29T19:52:38.166Z]>",2
@real_dmacheda,@goal,Directed,Retweet,11869,,"<[2021-05-29T19:51:25.242Z, 2021-05-29T19:52:38.167Z]>",2
@yunitayulestari,@squawkanews,Directed,Mention,11977,,<[2021-05-29T19:51:26.885Z]>,1
@yunitayulestari,@squawkanews,Directed,Retweet,11978,,<[2021-05-29T19:51:26.885Z]>,1
@mndeboah,@thechelssocial,Directed,Mention,11992,,<[2021-05-29T19:51:26.984Z]>,1
@mndeboah,@thechelssocial,Directed,Retweet,11993,,<[2021-05-29T19:51:26.984Z]>,1
@ngaruiya_edu,@adamnewson,Directed,Mention,11996,,<[2021-05-29T19:51:26.986Z]>,1
@ngaruiya_edu,@adamnewson,Directed,Retweet,11997,,<[2021-05-29T19:51:26.987Z]>,1
@ajimmyneutron,@chelseafc,Directed,Mention,12017,,<[2021-05-29T19:51:27.051Z]>,1
@ajimmyneutron,@chelseafc,Directed,Retweet,12018,,<[2021-05-29T19:51:27.051Z]>,1
@bee_0la,@chelseafc,Directed,Mention,12049,,<[2021-05-29T19:51:27.872Z]>,1
@bee_0la,@chelseafc,Directed,Quote,12050,,<[2021-05-29T19:51:27.872Z]>,1
@bee_0la,@chelseafc,Directed,Retweet,12051,,<[2021-05-29T19:51:27.872Z]>,1
@elderhalcon,@curiosodefutbol,Directed,Mention,12056,,<[2021-05-29T19:51:27.910Z]>,1
@elderhalcon,@dribblingfutbol,Directed,Quote,12057,,<[2021-05-29T19:51:27.910Z]>,1
@elderhalcon,@curiosodefutbol,Directed,Retweet,12058,,<[2021-05-29T19:51:27.911Z]>,1
@kevimremi,@chelseafc,Directed,Retweet,12081,,"<[2021-05-29T19:51:28.016Z, 2021-05-29T19:52:41.144Z, 2021-05-29T19:52:47.858Z]>",3
@5livesport,@bbcsport,Directed,Mention,12082,,<[2021-05-29T19:51:28.029Z]>,1
@5livesport,@bbcsport,Directed,Retweet,12083,,<[2021-05-29T19:51:28.029Z]>,1
@geminiman1982,@chelseafcinusa,Directed,Mention,12142,,<[2021-05-29T19:51:29.028Z]>,1
@geminiman1982,@chelseafcinusa,Directed,Retweet,12143,,<[2021-05-29T19:51:29.029Z]>,1
@pwebberr,@chelseafc,Directed,Mention,12148,,"<[2021-05-29T19:51:29.040Z, 2021-05-29T19:51:37.024Z]>",2
@pwebberr,@chelseafc,Directed,Retweet,12149,,"<[2021-05-29T19:51:29.040Z, 2021-05-29T19:51:37.024Z]>",2
@pasky_wan,@chelseafc,Directed,Mention,12232,,"<[2021-05-29T19:51:29.956Z, 2021-05-29T19:51:49.024Z, 2021-05-29T19:52:41.909Z]>",3
@pasky_wan,@chelseafc,Directed,Quote,12233,,<[2021-05-29T19:51:29.956Z]>,1
@pasky_wan,@chelseafc,Directed,Retweet,12234,,"<[2021-05-29T19:51:29.956Z, 2021-05-29T19:51:49.025Z, 2021-05-29T19:52:41.909Z]>",3
@mosace1,@islimfit,Directed,Mention,12245,,<[2021-05-29T19:51:30.014Z]>,1
@mosace1,@islimfit,Directed,Retweet,12246,,<[2021-05-29T19:51:30.014Z]>,1
@harith4real,@ballack,Directed,Mention,12250,,<[2021-05-29T19:51:30.044Z]>,1
@harith4real,@chelseafc,Directed,Mention,12251,,<[2021-05-29T19:51:30.044Z]>,1
@harith4real,@ballack,Directed,Retweet,12252,,<[2021-05-29T19:51:30.045Z]>,1
@raplox_yabo,@cuppymusic,Directed,Mention,12281,,<[2021-05-29T19:51:30.840Z]>,1
@raplox_yabo,@cuppymusic,Directed,Retweet,12282,,<[2021-05-29T19:51:30.840Z]>,1
@tntsportsar,@bayer04_es,Directed,Mention,12313,,"<[2021-05-29T19:51:30.906Z, 2021-05-29T19:52:38.123Z, 2021-05-29T19:53:19.087Z]>",3
@larry_laurencen,@mancity,Directed,Mention,12314,,<[2021-05-29T19:51:30.908Z]>,1
@larry_laurencen,@mancity,Directed,Retweet,12315,,<[2021-05-29T19:51:30.908Z]>,1
@020_black,@chelseafc,Directed,Mention,12318,,<[2021-05-29T19:51:30.926Z]>,1
@020_black,@chelseafc,Directed,Quote,12319,,<[2021-05-29T19:51:30.926Z]>,1
@020_black,@chelseafc,Directed,Retweet,12320,,<[2021-05-29T19:51:30.927Z]>,1
@tbgsem,@optajoe,Directed,Mention,12340,,<[2021-05-29T19:51:31.037Z]>,1
@tbgsem,@optajoe,Directed,Retweet,12341,,<[2021-05-29T19:51:31.037Z]>,1
@migelitosoriano,@ballack,Directed,Mention,12344,,<[2021-05-29T19:51:31.041Z]>,1
@migelitosoriano,@chelseafc,Directed,Mention,12345,,"<[2021-05-29T19:51:31.041Z, 2021-05-29T19:51:49.134Z]>",2
@migelitosoriano,@ballack,Directed,Retweet,12346,,<[2021-05-29T19:51:31.041Z]>,1
@iamtobiade,@frankkhaliduk,Directed,Mention,12353,,<[2021-05-29T19:51:31.090Z]>,1
@iamtobiade,@chelseafc,Directed,Mention,12354,,<[2021-05-29T19:51:31.090Z]>,1
@iamtobiade,@frankkhaliduk,Directed,Retweet,12355,,<[2021-05-29T19:51:31.090Z]>,1
@spiegelemiliano,@sport,Directed,Mention,12365,,<[2021-05-29T19:51:31.141Z]>,1
@spiegelemiliano,@sport,Directed,Retweet,12366,,<[2021-05-29T19:51:31.142Z]>,1
@sinzuugram,@ballack,Directed,Mention,12402,,<[2021-05-29T19:51:31.972Z]>,1
@sinzuugram,@chelseafc,Directed,Mention,12403,,<[2021-05-29T19:51:31.972Z]>,1
@sinzuugram,@ballack,Directed,Retweet,12404,,<[2021-05-29T19:51:31.972Z]>,1
@___ep___,@trollfootball,Directed,Mention,12433,,<[2021-05-29T19:51:32.082Z]>,1
@___ep___,@trollfootball,Directed,Retweet,12434,,<[2021-05-29T19:51:32.082Z]>,1
@larry_laurencen,@ballack,Directed,Mention,12449,,<[2021-05-29T19:51:32.888Z]>,1
@larry_laurencen,@chelseafc,Directed,Mention,12450,,"<[2021-05-29T19:51:32.888Z, 2021-05-29T19:53:36.929Z]>",2
@larry_laurencen,@ballack,Directed,Retweet,12451,,<[2021-05-29T19:51:32.888Z]>,1
@ykaroopombo,@chelsbrasil,Directed,Mention,12459,,<[2021-05-29T19:51:32.890Z]>,1
@ykaroopombo,@chelsbrasil,Directed,Retweet,12460,,<[2021-05-29T19:51:32.890Z]>,1
@natelicht,@chelseafc,Directed,Mention,12479,,<[2021-05-29T19:51:32.928Z]>,1
@natelicht,@chelseafc,Directed,Quote,12480,,<[2021-05-29T19:51:32.929Z]>,1
@natelicht,@chelseafc,Directed,Retweet,12481,,<[2021-05-29T19:51:32.929Z]>,1
@sigoodeg,@championsleague,Directed,Mention,12510,,"<[2021-05-29T19:51:33.052Z, 2021-05-29T19:52:21.130Z, 2021-05-29T19:53:37.079Z]>",3
@sigoodeg,@championsleague,Directed,Retweet,12511,,"<[2021-05-29T19:51:33.052Z, 2021-05-29T19:52:21.130Z, 2021-05-29T19:53:37.079Z]>",3
@mikeambrose_,@foxsoccer,Directed,Mention,12551,,<[2021-05-29T19:51:33.877Z]>,1
@mikeambrose_,@tudnusa,Directed,Mention,12552,,<[2021-05-29T19:51:33.877Z]>,1
@mikeambrose_,@foxsoccer,Directed,Retweet,12553,,<[2021-05-29T19:51:33.878Z]>,1
@baforadaatomica,@chelseafc,Directed,Mention,12581,,"<[2021-05-29T19:51:33.970Z, 2021-05-29T19:53:30.914Z]>",2
@baforadaatomica,@chelseafc,Directed,Retweet,12582,,"<[2021-05-29T19:51:33.971Z, 2021-05-29T19:53:30.915Z]>",2
@kwame_selasie,@ballack,Directed,Mention,12630,,<[2021-05-29T19:51:34.877Z]>,1
@kwame_selasie,@chelseafc,Directed,Mention,12631,,"<[2021-05-29T19:51:34.877Z, 2021-05-29T19:52:49.137Z, 2021-05-29T19:53:53.004Z]>",3
@kwame_selasie,@ballack,Directed,Retweet,12632,,<[2021-05-29T19:51:34.877Z]>,1
@m_a_k11,@uefaworld1,Directed,Mention,12653,,<[2021-05-29T19:51:34.959Z]>,1
@m_a_k11,@uefaworld1,Directed,Retweet,12654,,<[2021-05-29T19:51:34.960Z]>,1
@stev3nbeef,@football__tweet,Directed,Mention,12674,,<[2021-05-29T19:51:35.086Z]>,1
@stev3nbeef,@football__tweet,Directed,Retweet,12675,,<[2021-05-29T19:51:35.086Z]>,1
@kinharris_cfc,@ballack,Directed,Mention,12685,,<[2021-05-29T19:51:35.096Z]>,1
@kinharris_cfc,@chelseafc,Directed,Mention,12686,,<[2021-05-29T19:51:35.096Z]>,1
@kinharris_cfc,@ballack,Directed,Retweet,12687,,<[2021-05-29T19:51:35.096Z]>,1
@montoya_javier_,@sportsfanaticos,Directed,Mention,12700,,<[2021-05-29T19:51:35.155Z]>,1
@montoya_javier_,@sportsfanaticos,Directed,Retweet,12701,,<[2021-05-29T19:51:35.155Z]>,1
@gubgubgubgubgab,@ballack,Directed,Mention,12757,,<[2021-05-29T19:51:36.057Z]>,1
@gubgubgubgubgab,@chelseafc,Directed,Mention,12758,,<[2021-05-29T19:51:36.057Z]>,1
@gubgubgubgubgab,@ballack,Directed,Retweet,12759,,<[2021-05-29T19:51:36.057Z]>,1
@pwebberr,@chelseafc,Directed,Quote,12842,,<[2021-05-29T19:51:37.024Z]>,1
@cosleyrichie,@bbcsport,Directed,Mention,12862,,"<[2021-05-29T19:51:37.908Z, 2021-05-29T19:52:19.175Z]>",2
@cosleyrichie,@bbcsport,Directed,Retweet,12863,,"<[2021-05-29T19:51:37.908Z, 2021-05-29T19:52:19.175Z]>",2
@ajimmyneutron,@trollfootball,Directed,Mention,12907,,<[2021-05-29T19:51:38.037Z]>,1
@ajimmyneutron,@trollfootball,Directed,Retweet,12908,,<[2021-05-29T19:51:38.037Z]>,1
@dazzybliss,@chelseafc,Directed,Mention,12911,,<[2021-05-29T19:51:38.058Z]>,1
@dazzybliss,@chelseafc,Directed,Quote,12912,,<[2021-05-29T19:51:38.058Z]>,1
@dazzybliss,@chelseafc,Directed,Retweet,12913,,<[2021-05-29T19:51:38.058Z]>,1
@umaroncars,@chelseafc,Directed,Mention,12920,,"<[2021-05-29T19:51:38.087Z, 2021-05-29T19:53:10.892Z]>",2
@umaroncars,@chelseafc,Directed,Retweet,12921,,"<[2021-05-29T19:51:38.087Z, 2021-05-29T19:53:10.892Z]>",2
@bedysow,@chelseafrance,Directed,Mention,12950,,<[2021-05-29T19:51:38.934Z]>,1
@bedysow,@chelseafrance,Directed,Retweet,12951,,<[2021-05-29T19:51:38.934Z]>,1
@kofiklerf_hipg,@ballack,Directed,Mention,12971,,<[2021-05-29T19:51:39.131Z]>,1
@kofiklerf_hipg,@chelseafc,Directed,Mention,12972,,<[2021-05-29T19:51:39.131Z]>,1
@kofiklerf_hipg,@ballack,Directed,Retweet,12973,,<[2021-05-29T19:51:39.132Z]>,1
@geminiman1982,@chelseafc,Directed,Mention,12990,,<[2021-05-29T19:51:39.145Z]>,1
@geminiman1982,@chelseafc,Directed,Retweet,12991,,<[2021-05-29T19:51:39.145Z]>,1
@izdiharsuffian,@chelseafc,Directed,Mention,12992,,<[2021-05-29T19:51:39.148Z]>,1
@izdiharsuffian,@chelseafc,Directed,Quote,12993,,<[2021-05-29T19:51:39.148Z]>,1
@izdiharsuffian,@chelseafc,Directed,Retweet,12994,,<[2021-05-29T19:51:39.148Z]>,1
@fauzan8_,@chelseafc,Directed,Mention,13016,,<[2021-05-29T19:51:39.186Z]>,1
@fauzan8_,@chelseafc,Directed,Retweet,13017,,<[2021-05-29T19:51:39.186Z]>,1
@pepsi_naija,@marshmellomusic,Directed,Mention,13083,,<[2021-05-29T19:51:40.107Z]>,1
@pepsi_naija,@pepsiglobal,Directed,Mention,13084,,<[2021-05-29T19:51:40.107Z]>,1
@franciseyo9,@mrmacaronii,Directed,Mention,13098,,<[2021-05-29T19:51:40.192Z]>,1
@franciseyo9,@mrmacaronii,Directed,Retweet,13099,,<[2021-05-29T19:51:40.192Z]>,1
@cosleyrichie,@championsleague,Directed,Mention,13108,,<[2021-05-29T19:51:40.874Z]>,1
@cosleyrichie,@championsleague,Directed,Retweet,13109,,<[2021-05-29T19:51:40.874Z]>,1
@lnstantfoot,@rmcsport,Directed,Mention,13117,,"<[2021-05-29T19:51:40.875Z, 2021-05-29T19:51:45.131Z, 2021-05-29T19:51:47.226Z, 2021-05-29T19:51:51.984Z, 2021-05-29T19:51:59.818Z, 2021-05-29T19:52:05.862Z, 2021-05-29T19:52:08.117Z, 2021-05-29T19:52:19.382Z, 2021-05-29T19:52:22.986Z, 2021-05-29T19:52:27.166Z, 2021-05-29T19:52:33.989Z, 2021-05-29T19:53:02.754Z, 2021-05-29T19:53:08.046Z, 2021-05-29T19:53:22.815Z, 2021-05-29T19:53:22.856Z, 2021-05-29T19:53:33.945Z, 2021-05-29T19:53:42.962Z, 2021-05-29T19:53:59.096Z]>",18
@m4micheal,@chelseafc,Directed,Mention,13122,,"<[2021-05-29T19:51:40.887Z, 2021-05-29T19:51:43.068Z, 2021-05-29T19:51:47.222Z]>",3
@m4micheal,@chelseafc,Directed,Retweet,13123,,"<[2021-05-29T19:51:40.887Z, 2021-05-29T19:51:47.222Z]>",2
