Source,Target,Type,Kind,Id,Label,timeset,Weight
@cyanide9_,@invictossomos,Directed,Mention,5200,,"<[2021-05-29T19:47:48.679Z, 2021-05-29T19:49:44.358Z]>",2
@cyanide9_,@invictossomos,Directed,Retweet,5201,,"<[2021-05-29T19:47:48.680Z, 2021-05-29T19:49:44.358Z]>",2
@nocapszn,@goal,Directed,Mention,5210,,<[2021-05-29T19:47:48.759Z]>,1
@nocapszn,@goal,Directed,Retweet,5211,,<[2021-05-29T19:47:48.759Z]>,1
@augusttzz,@ballack,Directed,Mention,5236,,<[2021-05-29T19:47:48.902Z]>,1
@augusttzz,@chelseafc,Directed,Mention,5237,,<[2021-05-29T19:47:48.902Z]>,1
@augusttzz,@ballack,Directed,Retweet,5238,,<[2021-05-29T19:47:48.902Z]>,1
@porktendencia,@chelseafc,Directed,Mention,5251,,"<[2021-05-29T19:47:48.943Z, 2021-05-29T19:48:17.811Z, 2021-05-29T19:49:47.246Z]>",3
@porktendencia,@mancity,Directed,Mention,5252,,"<[2021-05-29T19:47:48.943Z, 2021-05-29T19:48:17.811Z, 2021-05-29T19:49:47.246Z]>",3
@karlohara7,@chelseafcinusa,Directed,Mention,5260,,<[2021-05-29T19:47:49.244Z]>,1
@karlohara7,@chelseafcinusa,Directed,Retweet,5261,,<[2021-05-29T19:47:49.244Z]>,1
@1amthemamuel,@goal,Directed,Mention,5280,,<[2021-05-29T19:47:49.262Z]>,1
@1amthemamuel,@goal,Directed,Retweet,5281,,<[2021-05-29T19:47:49.262Z]>,1
@theboyduduus,@footmercato,Directed,Mention,5284,,<[2021-05-29T19:47:49.267Z]>,1
@theboyduduus,@footmercato,Directed,Retweet,5285,,<[2021-05-29T19:47:49.267Z]>,1
@morena_moloi1,@btsportfootball,Directed,Mention,5288,,<[2021-05-29T19:47:49.270Z]>,1
@morena_moloi1,@btsportfootball,Directed,Retweet,5289,,<[2021-05-29T19:47:49.270Z]>,1
@yunitayulestari,@goal,Directed,Mention,5309,,<[2021-05-29T19:47:49.835Z]>,1
@yunitayulestari,@goal,Directed,Retweet,5310,,<[2021-05-29T19:47:49.835Z]>,1
@kuriyoshi12,@peterinc_,Directed,Mention,5360,,<[2021-05-29T19:47:50.177Z]>,1
@kuriyoshi12,@peterinc_,Directed,Retweet,5361,,<[2021-05-29T19:47:50.178Z]>,1
@fortune_blackie,@goal,Directed,Mention,5377,,<[2021-05-29T19:47:51.224Z]>,1
@fortune_blackie,@goal,Directed,Retweet,5378,,<[2021-05-29T19:47:51.224Z]>,1
@anuolluwax,@islimfit,Directed,Mention,5381,,<[2021-05-29T19:47:51.230Z]>,1
@anuolluwax,@islimfit,Directed,Retweet,5382,,<[2021-05-29T19:47:51.230Z]>,1
@stevexmiles,@chelseafc,Directed,Mention,5402,,<[2021-05-29T19:47:51.256Z]>,1
@stevexmiles,@chelseafc,Directed,Retweet,5403,,<[2021-05-29T19:47:51.256Z]>,1
@aguirre_mars,@chelseafc_sp,Directed,Mention,5408,,"<[2021-05-29T19:47:51.261Z, 2021-05-29T19:53:02.751Z]>",3
@aguirre_mars,@chelseafc,Directed,Mention,5409,,"<[2021-05-29T19:47:51.261Z, 2021-05-29T19:53:02.751Z]>",3
@abipluse,@ballack,Directed,Mention,5422,,<[2021-05-29T19:47:51.267Z]>,1
@abipluse,@chelseafc,Directed,Mention,5423,,<[2021-05-29T19:47:51.267Z]>,1
@abipluse,@ballack,Directed,Retweet,5424,,<[2021-05-29T19:47:51.267Z]>,1
@yuva_yuvanian,@chelseafc,Directed,Mention,5444,,"<[2021-05-29T19:47:51.283Z, 2021-05-29T19:52:49.126Z, 2021-05-29T19:53:13.970Z]>",3
@yuva_yuvanian,@chelseafc,Directed,Retweet,5445,,"<[2021-05-29T19:47:51.283Z, 2021-05-29T19:52:49.127Z, 2021-05-29T19:53:13.970Z]>",3
@arjo799002,@varskysports,Directed,Mention,5501,,<[2021-05-29T19:47:52.162Z]>,1
@arjo799002,@dribblingfutbol,Directed,Quote,5502,,<[2021-05-29T19:47:52.162Z]>,1
@arjo799002,@varskysports,Directed,Retweet,5503,,<[2021-05-29T19:47:52.162Z]>,1
@ishan_inz,@ballack,Directed,Mention,5510,,<[2021-05-29T19:47:52.214Z]>,1
@ishan_inz,@chelseafc,Directed,Mention,5511,,<[2021-05-29T19:47:52.214Z]>,1
@ishan_inz,@ballack,Directed,Retweet,5512,,<[2021-05-29T19:47:52.215Z]>,1
@cantugerardo1,@espnmx,Directed,Mention,5539,,<[2021-05-29T19:47:52.927Z]>,1
@cantugerardo1,@espnmx,Directed,Retweet,5540,,<[2021-05-29T19:47:52.928Z]>,1
@m_a_k11,@epl4news,Directed,Mention,5555,,<[2021-05-29T19:47:53.027Z]>,1
@m_a_k11,@epl4news,Directed,Retweet,5556,,<[2021-05-29T19:47:53.027Z]>,1
@kelvinmp_wwe,@chelseafc,Directed,Mention,5563,,"<[2021-05-29T19:47:53.055Z, 2021-05-29T19:52:26.440Z]>",2
@kelvinmp_wwe,@chelseafc,Directed,Retweet,5564,,"<[2021-05-29T19:47:53.055Z, 2021-05-29T19:52:26.440Z]>",2
@cyanide9_,@2010misterchip,Directed,Mention,5578,,<[2021-05-29T19:47:53.442Z]>,1
@cyanide9_,@2010misterchip,Directed,Retweet,5579,,<[2021-05-29T19:47:53.443Z]>,1
@umaroncars,@goal,Directed,Mention,5596,,<[2021-05-29T19:47:53.463Z]>,1
@umaroncars,@goal,Directed,Retweet,5597,,<[2021-05-29T19:47:53.463Z]>,1
@stevexmiles,@chelseafcinusa,Directed,Mention,5648,,<[2021-05-29T19:47:54.339Z]>,1
@stevexmiles,@chelseafcinusa,Directed,Retweet,5649,,<[2021-05-29T19:47:54.339Z]>,1
@bluesofstamford,@ballack,Directed,Mention,5679,,<[2021-05-29T19:47:54.914Z]>,1
@bluesofstamford,@chelseafc,Directed,Mention,5680,,<[2021-05-29T19:47:54.914Z]>,1
@bluesofstamford,@ballack,Directed,Retweet,5681,,<[2021-05-29T19:47:54.914Z]>,1
@juancar94066816,@marca,Directed,Mention,5692,,<[2021-05-29T19:47:55.015Z]>,1
@juancar94066816,@marca,Directed,Retweet,5693,,<[2021-05-29T19:47:55.015Z]>,1
@pablokun13,@chelseafc,Directed,Mention,5742,,<[2021-05-29T19:47:55.901Z]>,1
@pablokun13,@chelseafc,Directed,Retweet,5743,,<[2021-05-29T19:47:55.901Z]>,1
@dexter8321,@guilloarango,Directed,Mention,5788,,<[2021-05-29T19:47:56.148Z]>,1
@dexter8321,@guilloarango,Directed,Retweet,5789,,<[2021-05-29T19:47:56.148Z]>,1
@lgd_holy,@chelseadyl,Directed,Mention,5790,,<[2021-05-29T19:47:56.192Z]>,1
@lgd_holy,@chelseadyl,Directed,Retweet,5791,,<[2021-05-29T19:47:56.192Z]>,1
@ngaruiya_edu,@442oons,Directed,Mention,5829,,<[2021-05-29T19:47:57.011Z]>,1
@ngaruiya_edu,@442oons,Directed,Retweet,5830,,<[2021-05-29T19:47:57.011Z]>,1
@kevinhamong,@chelseafc_sp,Directed,Mention,5837,,<[2021-05-29T19:47:57.053Z]>,1
@kevinhamong,@chelseafc_sp,Directed,Quote,5838,,<[2021-05-29T19:47:57.053Z]>,1
@kevinhamong,@chelseafc_sp,Directed,Retweet,5839,,<[2021-05-29T19:47:57.053Z]>,1
@alesinloyeibra1,@goal,Directed,Mention,5866,,<[2021-05-29T19:47:57.286Z]>,1
@alesinloyeibra1,@goal,Directed,Retweet,5867,,<[2021-05-29T19:47:57.286Z]>,1
@eqmsuministros,@diarioas,Directed,Mention,5868,,<[2021-05-29T19:47:57.328Z]>,1
@eqmsuministros,@diarioas,Directed,Retweet,5869,,<[2021-05-29T19:47:57.328Z]>,1
@bapt_4_4,@rmcsport,Directed,Mention,5872,,"<[2021-05-29T19:47:57.380Z, 2021-05-29T19:51:51.984Z]>",2
@bapt_4_4,@rmcsport,Directed,Retweet,5873,,<[2021-05-29T19:47:57.380Z]>,1
@kennyalexander_,@elchiringuitotv,Directed,Mention,5917,,"<[2021-05-29T19:47:58.327Z, 2021-05-29T19:52:28.931Z]>",2
@kennyalexander_,@elchiringuitotv,Directed,Retweet,5918,,"<[2021-05-29T19:47:58.327Z, 2021-05-29T19:52:28.931Z]>",2
@alaancungkring,@chelseafc,Directed,Mention,5967,,"<[2021-05-29T19:47:59.078Z, 2021-05-29T19:51:44.021Z, 2021-05-29T19:53:17.099Z]>",3
@alaancungkring,@chelseafc,Directed,Retweet,5968,,"<[2021-05-29T19:47:59.078Z, 2021-05-29T19:51:44.021Z, 2021-05-29T19:53:17.100Z]>",3
@ssaktii,@chelseafc_indo,Directed,Mention,5982,,<[2021-05-29T19:47:59.091Z]>,1
@ssaktii,@chelseafc_indo,Directed,Retweet,5983,,<[2021-05-29T19:47:59.091Z]>,1
@magnafiq,@sporf,Directed,Mention,5989,,<[2021-05-29T19:47:59.280Z]>,1
@magnafiq,@sporf,Directed,Retweet,5990,,<[2021-05-29T19:47:59.280Z]>,1
@ngaruiya_edu,@trollfootball,Directed,Mention,5997,,<[2021-05-29T19:47:59.285Z]>,1
@ngaruiya_edu,@trollfootball,Directed,Retweet,5998,,<[2021-05-29T19:47:59.286Z]>,1
@juancar94066816,@rmadridistareal,Directed,Mention,5999,,<[2021-05-29T19:47:59.287Z]>,1
@juancar94066816,@rmadridistareal,Directed,Retweet,6000,,<[2021-05-29T19:47:59.287Z]>,1
@violeths94,@championsleague,Directed,Mention,6010,,<[2021-05-29T19:47:59.887Z]>,1
@violeths94,@championsleague,Directed,Retweet,6011,,<[2021-05-29T19:47:59.888Z]>,1
@augusttzz,@chelsbrasil,Directed,Mention,6027,,<[2021-05-29T19:48:00.030Z]>,1
@augusttzz,@chelsbrasil,Directed,Retweet,6028,,<[2021-05-29T19:48:00.030Z]>,1
@nocapszn,@foxsoccer,Directed,Mention,6045,,<[2021-05-29T19:48:00.100Z]>,1
@nocapszn,@tudnusa,Directed,Mention,6046,,<[2021-05-29T19:48:00.100Z]>,1
@nocapszn,@foxsoccer,Directed,Retweet,6047,,<[2021-05-29T19:48:00.100Z]>,1
@ynot_12k,@prideolondon,Directed,Mention,6052,,<[2021-05-29T19:48:00.206Z]>,1
@ynot_12k,@prideolondon,Directed,Retweet,6053,,<[2021-05-29T19:48:00.206Z]>,1
@sofascorebr,@chelseafc,Directed,Mention,6063,,"<[2021-05-29T19:48:00.272Z, 2021-05-29T19:48:07.006Z, 2021-05-29T19:54:01.006Z]>",3
@mozziestark,@ballack,Directed,Mention,6068,,<[2021-05-29T19:48:00.328Z]>,1
@mozziestark,@ballack,Directed,Retweet,6069,,<[2021-05-29T19:48:00.328Z]>,1
@angelomawutor,@championsleague,Directed,Mention,6074,,<[2021-05-29T19:48:00.916Z]>,1
@angelomawutor,@championsleague,Directed,Retweet,6075,,<[2021-05-29T19:48:00.916Z]>,1
@magnafiq,@championsleague,Directed,Mention,6082,,<[2021-05-29T19:48:00.918Z]>,1
@magnafiq,@championsleague,Directed,Retweet,6083,,<[2021-05-29T19:48:00.918Z]>,1
@faithsunny9,@dazn_ca,Directed,Mention,6104,,<[2021-05-29T19:48:01.066Z]>,1
@faithsunny9,@dazn_ca,Directed,Retweet,6105,,<[2021-05-29T19:48:01.066Z]>,1
@lucashbra,@ballack,Directed,Mention,6142,,<[2021-05-29T19:48:01.308Z]>,1
@lucashbra,@chelseafc,Directed,Mention,6143,,"<[2021-05-29T19:48:01.308Z, 2021-05-29T19:49:26.252Z]>",2
@lucashbra,@ballack,Directed,Retweet,6144,,<[2021-05-29T19:48:01.308Z]>,1
@oviosu,@tsilva3,Directed,Mention,6218,,<[2021-05-29T19:48:02.555Z]>,1
@faesol_ayo,@trollfootball,Directed,Mention,6265,,<[2021-05-29T19:48:03.575Z]>,1
@faesol_ayo,@trollfootball,Directed,Retweet,6266,,<[2021-05-29T19:48:03.576Z]>,1
@bukola_beckley,@mewithurchest,Directed,Mention,6271,,<[2021-05-29T19:48:03.580Z]>,1
@bukola_beckley,@chelseafc,Directed,Quote,6272,,"<[2021-05-29T19:48:03.581Z, 2021-05-29T19:49:44.907Z, 2021-05-29T19:49:53.165Z]>",3
@bukola_beckley,@mewithurchest,Directed,Retweet,6273,,<[2021-05-29T19:48:03.581Z]>,1
@mewithurchest,@chelseafc,Directed,Quote,6274,,<[2021-05-29T19:48:03.581Z]>,1
@hrhstillstacie,@skysportsstatto,Directed,Mention,6281,,<[2021-05-29T19:48:03.588Z]>,1
@hrhstillstacie,@skysportsstatto,Directed,Retweet,6282,,<[2021-05-29T19:48:03.588Z]>,1
@jayvinyoung,@football__tweet,Directed,Mention,6323,,<[2021-05-29T19:48:04.196Z]>,1
@jayvinyoung,@football__tweet,Directed,Retweet,6324,,<[2021-05-29T19:48:04.196Z]>,1
@sinow,@tudnusa,Directed,Mention,6329,,"<[2021-05-29T19:48:04.234Z, 2021-05-29T19:48:12.369Z, 2021-05-29T19:48:17.301Z, 2021-05-29T19:49:29.244Z, 2021-05-29T19:49:39.840Z, 2021-05-29T19:49:43.931Z, 2021-05-29T19:52:46.027Z]>",7
@cantugerardo1,@ligadecampeones,Directed,Mention,6351,,<[2021-05-29T19:48:04.342Z]>,1
@cantugerardo1,@mancityes,Directed,Mention,6352,,<[2021-05-29T19:48:04.342Z]>,1
@cantugerardo1,@chelseafc_sp,Directed,Mention,6353,,<[2021-05-29T19:48:04.342Z]>,1
@cantugerardo1,@ligadecampeones,Directed,Retweet,6354,,<[2021-05-29T19:48:04.342Z]>,1
@sebmeetsworld,@chelseafc,Directed,Mention,6358,,<[2021-05-29T19:48:04.376Z]>,1
@sebmeetsworld,@chelseafc,Directed,Retweet,6359,,<[2021-05-29T19:48:04.376Z]>,1
@samuelojor1,@si_soccer,Directed,Mention,6419,,<[2021-05-29T19:48:05.328Z]>,1
@samuelojor1,@si_soccer,Directed,Retweet,6420,,<[2021-05-29T19:48:05.329Z]>,1
@harurururu_0,@if2is,Directed,Mention,6443,,"<[2021-05-29T19:48:05.820Z, 2021-05-29T19:51:34.872Z]>",2
@harurururu_0,@if2is,Directed,Retweet,6444,,"<[2021-05-29T19:48:05.820Z, 2021-05-29T19:51:34.872Z]>",2
@insar0502,@ballack,Directed,Mention,6459,,<[2021-05-29T19:48:06.014Z]>,1
@insar0502,@chelseafc,Directed,Mention,6460,,"<[2021-05-29T19:48:06.014Z, 2021-05-29T19:52:16.084Z]>",2
@insar0502,@ballack,Directed,Retweet,6461,,<[2021-05-29T19:48:06.014Z]>,1
@pinksalmon_,@ballack,Directed,Mention,6470,,<[2021-05-29T19:48:06.127Z]>,1
@pinksalmon_,@chelseafc,Directed,Mention,6471,,"<[2021-05-29T19:48:06.127Z, 2021-05-29T19:49:24.345Z, 2021-05-29T19:54:11.041Z]>",3
@pinksalmon_,@ballack,Directed,Retweet,6472,,<[2021-05-29T19:48:06.127Z]>,1
@risinsol,@popcrave,Directed,Mention,6509,,<[2021-05-29T19:48:06.449Z]>,1
@risinsol,@viralmaterial,Directed,Quote,6510,,<[2021-05-29T19:48:06.449Z]>,1
@risinsol,@popcrave,Directed,Retweet,6511,,<[2021-05-29T19:48:06.449Z]>,1
@xiaahsan,@ballack,Directed,Mention,6519,,<[2021-05-29T19:48:06.854Z]>,1
@xiaahsan,@chelseafc,Directed,Mention,6520,,<[2021-05-29T19:48:06.854Z]>,1
@xiaahsan,@ballack,Directed,Retweet,6521,,<[2021-05-29T19:48:06.854Z]>,1
@anuolluwax,@goal,Directed,Mention,6524,,<[2021-05-29T19:48:06.868Z]>,1
@anuolluwax,@goal,Directed,Retweet,6525,,<[2021-05-29T19:48:06.868Z]>,1
@rafaelqzb8,@sporf,Directed,Mention,6541,,<[2021-05-29T19:48:07.033Z]>,1
@rafaelqzb8,@sporf,Directed,Retweet,6542,,<[2021-05-29T19:48:07.033Z]>,1
@ynot_12k,@londonbluepod,Directed,Mention,6568,,<[2021-05-29T19:48:07.445Z]>,1
@ynot_12k,@londonbluepod,Directed,Retweet,6569,,<[2021-05-29T19:48:07.445Z]>,1
@ugwunnaejikem,@chelseafc,Directed,Mention,6602,,<[2021-05-29T19:48:07.878Z]>,1
@ugwunnaejikem,@chelseafc,Directed,Retweet,6603,,<[2021-05-29T19:48:07.878Z]>,1
@ogy_emy,@skysportsstatto,Directed,Mention,6611,,<[2021-05-29T19:48:08.037Z]>,1
@ogy_emy,@skysportsstatto,Directed,Retweet,6612,,<[2021-05-29T19:48:08.037Z]>,1
@wifiwrld_,@chelseafc,Directed,Mention,6623,,<[2021-05-29T19:48:08.047Z]>,1
@wifiwrld_,@chelseafc,Directed,Retweet,6624,,<[2021-05-29T19:48:08.047Z]>,1
@grit_kulture,@chelseafc,Directed,Mention,6693,,"<[2021-05-29T19:48:08.904Z, 2021-05-29T19:51:45.120Z]>",2
@grit_kulture,@chelseafc,Directed,Retweet,6694,,<[2021-05-29T19:48:08.904Z]>,1
@daviddesanchez,@live_vuvuzela,Directed,Mention,6742,,<[2021-05-29T19:48:09.312Z]>,1
@daviddesanchez,@mancityes,Directed,Mention,6743,,<[2021-05-29T19:48:09.312Z]>,1
@daviddesanchez,@chelseafc_sp,Directed,Mention,6744,,<[2021-05-29T19:48:09.312Z]>,1
@daviddesanchez,@live_vuvuzela,Directed,Retweet,6746,,<[2021-05-29T19:48:09.312Z]>,1
@sebmeetsworld,@foxsoccer,Directed,Mention,6759,,<[2021-05-29T19:48:09.354Z]>,1
@sebmeetsworld,@tudnusa,Directed,Mention,6760,,<[2021-05-29T19:48:09.354Z]>,1
@sebmeetsworld,@foxsoccer,Directed,Retweet,6761,,<[2021-05-29T19:48:09.355Z]>,1
@samuelojor1,@skysportsstatto,Directed,Mention,6765,,<[2021-05-29T19:48:09.463Z]>,1
@samuelojor1,@skysportsstatto,Directed,Retweet,6766,,<[2021-05-29T19:48:09.463Z]>,1
@harkeem47,@unclepamilerin,Directed,Mention,6826,,<[2021-05-29T19:48:10.817Z]>,1
@ammartunde,@marshmellomusic,Directed,Mention,6848,,<[2021-05-29T19:48:10.965Z]>,1
@ammartunde,@pepsiglobal,Directed,Mention,6849,,"<[2021-05-29T19:48:10.965Z, 2021-05-29T19:53:31.034Z]>",2
@igorisass,@chelseafc,Directed,Mention,6872,,<[2021-05-29T19:48:11.142Z]>,1
@igorisass,@chelseafc,Directed,Retweet,6873,,<[2021-05-29T19:48:11.142Z]>,1
@m_a_k11,@cfcsaudi,Directed,Mention,6883,,<[2021-05-29T19:48:11.183Z]>,1
@m_a_k11,@cfcsaudi,Directed,Retweet,6884,,<[2021-05-29T19:48:11.184Z]>,1
@gmrqs15,@chelsbrasil,Directed,Quote,6929,,<[2021-05-29T19:48:12.180Z]>,1
@ajoseadeniyi1,@sjohnsonsport,Directed,Mention,6954,,<[2021-05-29T19:48:12.370Z]>,1
@ajoseadeniyi1,@sjohnsonsport,Directed,Retweet,6955,,<[2021-05-29T19:48:12.370Z]>,1
@remogaming,@kaihavertz29,Directed,Mention,7006,,<[2021-05-29T19:48:13.099Z]>,1
@remogaming,@chelseafc,Directed,Mention,7008,,<[2021-05-29T19:48:13.099Z]>,1
@akanniofibadan,@skysportsstatto,Directed,Mention,7013,,<[2021-05-29T19:48:13.158Z]>,1
@akanniofibadan,@skysportsstatto,Directed,Retweet,7014,,<[2021-05-29T19:48:13.158Z]>,1
@dexter8321,@goal,Directed,Mention,7058,,<[2021-05-29T19:48:13.922Z]>,1
@dexter8321,@goal,Directed,Retweet,7059,,<[2021-05-29T19:48:13.922Z]>,1
@theathleticuk,@btsportfootball,Directed,Mention,7095,,"<[2021-05-29T19:48:14.535Z, 2021-05-29T19:49:31.276Z, 2021-05-29T19:49:38.034Z, 2021-05-29T19:53:02.734Z]>",4
@kemboikibett1,@chelseafcinusa,Directed,Mention,7099,,<[2021-05-29T19:48:14.537Z]>,1
@kemboikibett1,@chelseafcinusa,Directed,Retweet,7100,,<[2021-05-29T19:48:14.537Z]>,1
@stevexmiles,@championsleague,Directed,Mention,7105,,<[2021-05-29T19:48:14.539Z]>,1
@stevexmiles,@championsleague,Directed,Retweet,7106,,<[2021-05-29T19:48:14.539Z]>,1
@cagp97_,@chelseafc_sp,Directed,Mention,7113,,<[2021-05-29T19:48:14.541Z]>,1
@cagp97_,@chelseafc_sp,Directed,Quote,7114,,<[2021-05-29T19:48:14.541Z]>,1
@cagp97_,@chelseafc_sp,Directed,Retweet,7115,,<[2021-05-29T19:48:14.541Z]>,1
@cantugerardo1,@championsleague,Directed,Mention,7138,,<[2021-05-29T19:48:14.989Z]>,1
@cantugerardo1,@championsleague,Directed,Retweet,7139,,<[2021-05-29T19:48:14.989Z]>,1
@charliefellows_,@championsleague,Directed,Mention,7156,,<[2021-05-29T19:48:15.166Z]>,1
@charliefellows_,@championsleague,Directed,Retweet,7157,,<[2021-05-29T19:48:15.166Z]>,1
@chillin_guy,@championsleague,Directed,Mention,7190,,<[2021-05-29T19:48:15.415Z]>,1
@chillin_guy,@championsleague,Directed,Retweet,7191,,<[2021-05-29T19:48:15.416Z]>,1
@vickyyberry,@btsportfootball,Directed,Mention,7201,,<[2021-05-29T19:48:15.814Z]>,1
@vickyyberry,@btsportfootball,Directed,Retweet,7202,,<[2021-05-29T19:48:15.814Z]>,1
@karlohara7,@liam_twomey,Directed,Mention,7235,,<[2021-05-29T19:48:16.014Z]>,1
@karlohara7,@liam_twomey,Directed,Retweet,7236,,<[2021-05-29T19:48:16.014Z]>,1
@fortune_blackie,@sl47hd,Directed,Mention,7238,,<[2021-05-29T19:48:16.022Z]>,2
@fortune_blackie,@sl47hd,Directed,Retweet,7239,,<[2021-05-29T19:48:16.023Z]>,1
@juancar94066816,@elbernabeucom,Directed,Mention,7242,,<[2021-05-29T19:48:16.071Z]>,1
@juancar94066816,@mancity,Directed,Mention,7243,,<[2021-05-29T19:48:16.071Z]>,1
@juancar94066816,@chelseafc,Directed,Mention,7244,,<[2021-05-29T19:48:16.071Z]>,1
@juancar94066816,@elbernabeucom,Directed,Retweet,7245,,<[2021-05-29T19:48:16.071Z]>,1
@elbernabeucom,@mancity,Directed,Mention,7246,,"<[2021-05-29T19:48:16.071Z, 2021-05-29T19:51:20.939Z]>",2
@elbernabeucom,@chelseafc,Directed,Mention,7247,,"<[2021-05-29T19:48:16.071Z, 2021-05-29T19:51:20.939Z]>",2
@alexmorgan13,@championsleague,Directed,Quote,7274,,"<[2021-05-29T19:48:16.343Z, 2021-05-29T19:51:19.859Z, 2021-05-29T19:52:04.117Z, 2021-05-29T19:53:35.030Z]>",4
@_khasper_,@chelseafc_sp,Directed,Mention,7305,,<[2021-05-29T19:48:17.310Z]>,1
@_khasper_,@chelseafc_sp,Directed,Retweet,7306,,<[2021-05-29T19:48:17.310Z]>,1
@kobby_cowboy,@itsjsharp,Directed,Mention,7321,,<[2021-05-29T19:48:17.328Z]>,2
@kobby_cowboy,@itsjsharp,Directed,Retweet,7322,,<[2021-05-29T19:48:17.328Z]>,1
@f3rnand0_19,@foxsoccer,Directed,Mention,7323,,<[2021-05-29T19:48:17.330Z]>,1
@f3rnand0_19,@tudnusa,Directed,Mention,7324,,<[2021-05-29T19:48:17.330Z]>,1
@f3rnand0_19,@foxsoccer,Directed,Retweet,7325,,<[2021-05-29T19:48:17.330Z]>,1
@risinsol,@selenafanclub,Directed,Mention,7346,,<[2021-05-29T19:48:17.508Z]>,1
@risinsol,@selenagomez,Directed,Mention,7347,,<[2021-05-29T19:48:17.508Z]>,1
@risinsol,@marshmellomusic,Directed,Mention,7348,,<[2021-05-29T19:48:17.508Z]>,1
@risinsol,@selenafanclub,Directed,Retweet,7349,,<[2021-05-29T19:48:17.508Z]>,1
@idris3987,@squawka,Directed,Mention,7373,,<[2021-05-29T19:48:17.961Z]>,1
@idris3987,@squawka,Directed,Retweet,7374,,<[2021-05-29T19:48:17.961Z]>,1
@harkeem47,@mrmacaronii,Directed,Mention,7381,,<[2021-05-29T19:48:18.018Z]>,1
@emerald_biyi,@chelseafc,Directed,Quote,7443,,<[2021-05-29T19:48:18.868Z]>,1
@mingoramirezjr,@usmnt,Directed,Mention,7446,,<[2021-05-29T19:48:18.880Z]>,1
@mingoramirezjr,@cpulisic_10,Directed,Mention,7449,,<[2021-05-29T19:48:18.880Z]>,1
@mingoramirezjr,@chelseafcinusa,Directed,Mention,7450,,<[2021-05-29T19:48:18.880Z]>,1
@mingoramirezjr,@usmnt,Directed,Retweet,7451,,<[2021-05-29T19:48:18.880Z]>,1
@usmnt,@cpulisic_10,Directed,Mention,7454,,"<[2021-05-29T19:48:18.880Z, 2021-05-29T19:49:57.353Z]>",2
@usmnt,@chelseafcinusa,Directed,Mention,7455,,"<[2021-05-29T19:48:18.880Z, 2021-05-29T19:49:57.353Z]>",2
@faliqfahmie,@ballack,Directed,Mention,7463,,<[2021-05-29T19:48:18.969Z]>,1
@faliqfahmie,@chelseafc,Directed,Mention,7464,,<[2021-05-29T19:48:18.969Z]>,1
@faliqfahmie,@ballack,Directed,Retweet,7465,,<[2021-05-29T19:48:18.969Z]>,1
@adegbolasulaim3,@chelseafcinusa,Directed,Mention,7480,,<[2021-05-29T19:48:19.115Z]>,1
@adegbolasulaim3,@chelseafcinusa,Directed,Retweet,7481,,<[2021-05-29T19:48:19.115Z]>,1
@mark_of_uli22,@chelseafc,Directed,Mention,7534,,<[2021-05-29T19:48:20.150Z]>,1
@mark_of_uli22,@chelseafc,Directed,Retweet,7535,,<[2021-05-29T19:48:20.150Z]>,1
@xjohncenafan1x,@foxsoccer,Directed,Mention,7542,,<[2021-05-29T19:48:20.187Z]>,1
@xjohncenafan1x,@tudnusa,Directed,Mention,7543,,<[2021-05-29T19:48:20.187Z]>,1
@xjohncenafan1x,@foxsoccer,Directed,Retweet,7544,,<[2021-05-29T19:48:20.188Z]>,1
@claytoncarmen,@foxsoccer,Directed,Mention,7549,,<[2021-05-29T19:48:20.244Z]>,1
@claytoncarmen,@tudnusa,Directed,Mention,7550,,<[2021-05-29T19:48:20.244Z]>,1
@claytoncarmen,@foxsoccer,Directed,Retweet,7551,,<[2021-05-29T19:48:20.245Z]>,1
@m_a_k11,@ballack,Directed,Mention,7587,,<[2021-05-29T19:48:20.987Z]>,1
@m_a_k11,@chelseafc,Directed,Mention,7588,,<[2021-05-29T19:48:20.987Z]>,1
@m_a_k11,@ballack,Directed,Retweet,7589,,<[2021-05-29T19:48:20.987Z]>,1
@kilcoynekp,@ballack,Directed,Mention,7618,,<[2021-05-29T19:48:21.276Z]>,1
@kilcoynekp,@ballack,Directed,Retweet,7619,,<[2021-05-29T19:48:21.276Z]>,1
@shoumaxi,@squawka,Directed,Mention,7627,,<[2021-05-29T19:48:21.351Z]>,1
@shoumaxi,@squawka,Directed,Retweet,7628,,<[2021-05-29T19:48:21.351Z]>,1
@m___bilkis,@goal,Directed,Mention,7629,,<[2021-05-29T19:48:21.353Z]>,1
@m___bilkis,@goal,Directed,Retweet,7630,,<[2021-05-29T19:48:21.353Z]>,1
@_khasper_,@elchiringuitotv,Directed,Mention,7638,,<[2021-05-29T19:48:21.912Z]>,1
@_khasper_,@elchiringuitotv,Directed,Retweet,7639,,<[2021-05-29T19:48:21.912Z]>,1
@marcosconcha80,@directvsports,Directed,Mention,7684,,<[2021-05-29T19:48:22.258Z]>,1
@marcosconcha80,@directvsports,Directed,Retweet,7685,,<[2021-05-29T19:48:22.259Z]>,1
@alaancungkring,@chelseafc_indo,Directed,Mention,7697,,"<[2021-05-29T19:48:23.034Z, 2021-05-29T19:51:53.101Z]>",2
@alaancungkring,@chelseafc_indo,Directed,Retweet,7698,,"<[2021-05-29T19:48:23.034Z, 2021-05-29T19:51:53.101Z]>",2
